PassengerId,survived,class,prefix,sex,age,sib_sp,parch,family_size,age_by_class,fare_by_class,group_size,group_type,with_children,set
463,0,1,1,0,2,0,0,1,1,2,0,0,0,train
464,0,2,1,0,2,0,0,1,2,2,0,0,0,train
465,0,3,1,0,1,0,0,1,1,3,0,0,0,train
466,0,3,1,0,2,0,0,1,2,1,0,0,0,train
467,0,2,1,0,2,0,0,1,2,1,1,0,0,train
468,0,1,1,0,2,0,0,1,1,1,0,0,0,train
469,0,3,1,0,1,0,0,1,1,1,0,0,0,train
470,1,3,3,1,0,2,1,4,0,4,1,1,1,train
471,0,3,1,0,1,0,0,1,1,1,0,0,0,train
472,0,3,1,0,2,0,0,1,2,3,0,0,0,train
473,1,2,2,1,2,1,2,4,2,4,1,2,1,train
474,1,2,2,1,0,0,0,1,0,2,0,1,0,train
475,0,3,3,1,0,0,0,1,0,3,0,1,0,train
476,0,1,1,0,2,0,0,1,1,2,1,0,0,train
477,0,2,1,0,2,1,0,2,2,3,1,2,0,train
478,0,3,1,0,1,1,0,2,1,1,1,0,0,train
479,0,3,1,0,0,0,0,1,0,1,0,0,0,train
480,1,3,3,1,0,0,1,2,0,3,1,1,1,train
481,0,3,4,0,0,5,2,8,0,4,2,2,1,train
482,0,2,1,0,2,0,0,1,2,1,0,0,0,train
483,0,3,1,0,2,0,0,1,2,3,0,0,0,train
484,1,3,2,1,2,0,0,1,2,3,0,1,0,train
485,1,1,1,0,1,1,0,2,0,3,1,2,0,train
486,0,3,3,1,0,3,1,5,0,4,2,2,1,train
487,1,1,2,1,2,1,0,2,1,3,1,2,0,train
488,0,1,1,0,2,0,0,1,1,1,0,0,0,train
489,0,3,1,0,1,0,0,1,1,3,0,0,0,train
490,1,3,4,0,0,1,1,3,0,4,1,2,1,train
491,0,3,1,0,1,1,0,2,1,4,1,0,0,train
492,0,3,1,0,0,0,0,1,0,1,0,0,0,train
493,0,1,1,0,2,0,0,1,1,1,0,0,0,train
494,0,1,1,0,2,0,0,1,1,2,0,0,0,train
495,0,3,1,0,0,0,0,1,0,3,0,0,0,train
496,0,3,1,0,1,0,0,1,1,3,1,2,0,train
497,1,1,3,1,2,1,0,2,1,3,1,1,0,train
498,0,3,1,0,1,0,0,1,1,3,1,0,0,train
499,0,1,2,1,1,1,2,4,0,4,2,2,1,train
500,0,3,1,0,1,0,0,1,1,2,0,0,0,train
501,0,3,1,0,0,0,0,1,0,3,0,0,0,train
502,0,3,3,1,0,0,0,1,0,1,0,1,0,train
503,0,3,3,1,0,0,0,1,0,1,0,1,1,train
504,0,3,3,1,2,0,0,1,2,3,0,1,0,train
505,1,1,3,1,0,0,0,1,0,3,1,1,0,train
506,0,1,1,0,0,1,0,2,0,4,1,2,0,train
507,1,2,2,1,2,0,2,3,2,3,1,1,1,train
508,1,1,1,0,2,0,0,1,1,1,0,0,0,train
509,0,3,1,0,1,0,0,1,1,4,1,0,0,train
510,1,3,1,0,1,0,0,1,1,4,2,0,0,train
511,1,3,1,0,1,0,0,1,1,1,0,0,0,train
512,0,3,1,0,1,0,0,1,1,3,0,0,0,train
513,1,1,1,0,2,0,0,1,1,1,0,0,0,train
514,1,1,2,1,2,1,0,2,1,2,1,2,0,train
515,0,3,5,0,1,0,0,1,1,1,0,0,0,train
516,0,1,1,0,2,0,0,1,1,2,0,0,0,train
517,1,2,2,1,2,0,0,1,2,1,0,1,0,train
518,0,3,1,0,1,0,0,1,1,4,1,2,1,train
519,1,2,2,1,2,1,0,2,2,3,1,2,0,train
520,0,3,1,0,1,0,0,1,1,2,0,0,0,train
521,1,1,3,1,1,0,0,1,0,3,1,2,0,train
522,0,3,1,0,0,0,0,1,0,2,0,0,0,train
523,0,3,1,0,1,0,0,1,1,1,0,0,0,train
524,1,1,2,1,2,0,1,2,1,2,1,1,0,train
525,0,3,1,0,1,0,0,1,1,1,0,0,0,train
526,0,3,1,0,2,0,0,1,2,1,0,0,0,train
527,1,2,3,1,2,0,0,1,2,1,0,1,0,train
528,0,1,1,0,2,0,0,1,1,4,1,2,0,train
529,0,3,1,0,2,0,0,1,2,2,0,0,0,train
530,0,2,1,0,0,2,1,4,0,1,1,0,0,train
531,1,2,3,1,0,1,1,3,0,3,1,1,1,train
532,0,3,1,0,1,0,0,1,1,1,0,0,0,train
533,0,3,1,0,0,1,1,3,0,1,1,0,1,train
534,1,3,2,1,0,0,2,3,0,4,1,2,1,train
535,0,3,3,1,1,0,0,1,1,3,0,1,0,train
536,1,2,3,1,0,0,2,3,0,4,1,2,1,train
537,0,1,5,0,2,0,0,1,1,1,0,0,0,train
538,1,1,3,1,1,0,0,1,0,3,1,2,0,train
539,0,3,1,0,1,0,0,1,1,3,1,2,0,train
540,1,1,3,1,0,0,2,3,0,2,1,1,0,train
541,1,1,3,1,2,0,2,3,1,3,1,2,0,train
542,0,3,3,1,0,4,2,7,0,4,2,2,1,train
543,0,3,3,1,0,4,2,7,0,4,2,2,1,train
544,1,2,1,0,1,1,0,2,1,3,1,2,0,train
545,0,1,5,0,2,1,0,2,1,3,1,2,0,train
546,0,1,1,0,2,0,0,1,1,1,0,0,0,train
547,1,2,2,1,0,1,0,2,0,3,1,2,0,train
548,1,2,1,0,2,0,0,1,2,2,0,0,0,train
549,0,3,1,0,2,1,1,3,2,4,1,2,1,train
550,1,2,4,0,0,1,1,3,0,4,1,2,1,train
551,1,1,1,0,0,0,2,3,0,4,1,2,0,train
552,0,2,1,0,1,0,0,1,1,3,1,0,0,train
553,0,3,1,0,1,0,0,1,1,2,0,0,0,train
554,1,3,1,0,0,0,0,1,0,1,0,0,0,train
555,1,3,3,1,0,0,0,1,0,2,0,1,0,train
556,0,1,1,0,2,0,0,1,1,1,0,0,0,train
557,1,1,5,1,2,1,0,2,1,2,1,2,0,train
558,0,1,1,0,2,0,0,1,1,4,2,2,0,train
559,1,1,2,1,2,1,1,3,1,3,1,2,0,train
560,1,3,2,1,2,1,0,2,2,4,1,2,0,train
561,0,3,1,0,1,0,0,1,1,1,0,0,0,train
562,0,3,1,0,2,0,0,1,2,2,0,0,0,train
563,0,2,1,0,1,0,0,1,1,2,0,0,0,train
564,0,3,1,0,1,0,0,1,1,3,0,0,0,train
565,0,3,3,1,0,0,0,1,0,3,0,1,1,train
566,0,3,1,0,1,2,0,3,1,4,1,0,0,train
567,0,3,1,0,0,0,0,1,0,2,0,0,0,train
568,0,3,2,1,1,0,4,5,1,4,2,2,1,train
569,0,3,1,0,1,0,0,1,1,1,0,0,0,train
570,1,3,1,0,1,0,0,1,1,2,0,0,0,train
571,1,2,1,0,2,0,0,1,2,1,1,0,0,train
572,1,1,2,1,2,2,0,3,1,2,1,1,0,train
573,1,1,1,0,2,0,0,1,1,1,1,2,0,train
574,1,3,3,1,0,0,0,1,0,1,0,1,1,train
575,0,3,1,0,0,0,0,1,0,3,0,0,0,train
576,0,3,1,0,0,0,0,1,0,3,1,0,0,train
577,1,2,3,1,2,0,0,1,2,2,0,1,0,train
578,1,1,2,1,2,1,0,2,1,2,1,2,0,train
579,0,3,2,1,0,1,0,2,0,3,1,2,0,train
580,1,3,1,0,1,0,0,1,1,2,0,0,0,train
581,1,2,3,1,1,1,1,3,1,4,1,1,0,train
582,1,1,2,1,2,1,1,3,1,4,1,2,0,train
583,0,2,1,0,2,0,0,1,2,3,1,0,0,train
584,0,1,1,0,2,0,0,1,1,2,0,0,0,train
585,0,3,1,0,1,0,0,1,1,3,0,0,0,train
586,1,1,3,1,0,0,2,3,0,3,1,2,0,train
587,0,2,1,0,2,0,0,1,2,2,0,0,0,train
588,1,1,1,0,2,1,1,3,1,3,1,2,0,train
589,0,3,1,0,0,0,0,1,0,3,0,0,0,train
590,0,3,1,0,1,0,0,1,1,3,0,0,0,train
591,0,3,1,0,2,0,0,1,2,1,0,0,0,train
592,1,1,2,1,2,1,0,2,1,3,1,1,0,train
593,0,3,1,0,2,0,0,1,2,1,0,0,0,train
594,0,3,3,1,0,0,2,3,0,1,1,2,1,train
595,0,2,1,0,2,1,0,2,2,3,1,2,0,train
596,0,3,1,0,2,1,1,3,2,4,1,2,1,train
597,1,2,3,1,1,0,0,1,1,4,1,2,1,train
598,0,3,1,0,2,0,0,1,2,1,1,0,0,train
599,0,3,1,0,1,0,0,1,1,1,0,0,0,train
600,1,1,5,0,2,1,0,2,1,2,1,2,0,train
601,1,2,2,1,1,2,1,4,1,4,1,2,0,train
602,0,3,1,0,1,0,0,1,1,2,0,0,0,train
603,0,1,1,0,2,0,0,1,1,2,1,0,0,train
604,0,3,1,0,2,0,0,1,2,3,0,0,0,train
605,1,1,1,0,2,0,0,1,1,1,0,0,0,train
606,0,3,1,0,2,1,0,2,2,4,1,2,0,train
607,0,3,1,0,1,0,0,1,1,2,0,0,0,train
608,1,1,3,0,1,0,0,1,0,1,0,0,0,train
609,1,2,2,1,0,1,2,4,0,4,1,2,1,train
610,1,1,3,1,2,0,0,1,1,4,1,2,0,train
611,0,3,2,1,2,1,5,7,2,4,2,2,1,train
612,0,3,1,0,1,0,0,1,1,1,0,0,0,train
613,1,3,3,1,0,1,0,2,0,4,1,1,1,train
614,0,3,1,0,1,0,0,1,1,1,0,0,0,train
615,0,3,1,0,2,0,0,1,2,3,0,0,0,train
616,1,2,3,1,1,1,2,4,1,4,2,2,1,train
617,0,3,1,0,2,1,1,3,2,3,1,2,1,train
618,0,3,2,1,1,1,0,2,1,4,1,2,0,train
619,1,2,3,1,0,2,1,4,0,4,1,2,1,train
620,0,2,1,0,1,0,0,1,1,1,0,0,0,train
621,0,3,1,0,1,1,0,2,1,3,1,2,1,train
622,1,1,1,0,2,1,0,2,1,2,1,2,0,train
623,1,3,1,0,0,1,1,3,0,4,1,2,1,train
624,0,3,3,0,0,0,0,1,0,2,0,0,0,train
625,0,3,1,0,0,0,0,1,0,4,1,0,0,train
626,0,1,1,0,2,0,0,1,1,2,0,0,0,train
627,0,2,5,0,2,0,0,1,2,1,0,0,0,train
628,1,1,3,1,0,0,0,1,0,3,1,1,0,train
629,0,3,1,0,1,0,0,1,1,2,0,0,0,train
630,0,3,1,0,1,0,0,1,1,1,0,0,0,train
631,1,1,1,0,2,0,0,1,1,1,0,0,0,train
632,0,3,1,0,2,0,0,1,2,1,0,0,0,train
633,1,1,5,0,1,0,0,1,0,1,0,0,0,train
634,0,1,1,0,2,0,0,1,1,1,0,0,0,train
635,0,3,3,1,0,3,2,6,0,4,2,2,1,train
636,1,2,3,1,1,0,0,1,1,2,0,1,0,train
637,0,3,1,0,1,0,0,1,1,2,0,0,0,train
638,0,2,5,0,1,1,1,3,1,4,1,2,1,train
639,0,3,2,1,2,0,5,6,2,4,2,2,1,train
640,0,3,1,0,1,1,0,2,1,4,1,2,0,train
641,0,3,1,0,0,0,0,1,0,2,0,0,0,train
642,1,1,2,1,1,0,0,1,0,3,1,1,0,train
643,0,3,3,1,0,3,2,6,0,4,2,2,1,train
644,1,3,1,0,1,0,0,1,1,4,2,0,0,train
645,1,3,3,1,0,2,1,4,0,4,1,1,1,train
646,1,1,1,0,2,1,0,2,1,3,1,2,0,train
647,0,3,1,0,0,0,0,1,0,2,0,0,0,train
648,1,1,5,0,2,0,0,1,1,2,0,0,0,train
649,0,3,1,0,1,0,0,1,1,1,1,0,0,train
650,1,3,3,1,0,0,0,1,0,1,0,1,0,train
651,0,3,1,0,1,0,0,1,1,2,0,0,0,train
652,1,2,3,1,0,0,1,2,0,3,1,1,0,train
653,0,3,1,0,0,0,0,1,0,3,0,0,0,train
654,1,3,3,1,0,0,0,1,0,2,0,1,1,train
655,0,3,3,1,0,0,0,1,0,1,0,1,0,train
656,0,2,1,0,1,2,0,3,1,4,2,0,0,train
657,0,3,1,0,1,0,0,1,1,2,0,0,0,train
658,0,3,2,1,1,1,1,3,1,4,1,2,1,train
659,0,2,1,0,0,0,0,1,0,2,0,0,0,train
660,0,1,1,0,2,0,2,3,1,4,1,2,0,train
661,1,1,5,0,2,2,0,3,1,4,1,2,0,train
662,0,3,1,0,2,0,0,1,2,1,0,0,0,train
663,0,1,5,0,2,0,0,1,1,1,0,0,0,train
664,0,3,5,0,2,0,0,1,2,1,0,0,0,train
665,1,3,1,0,0,1,0,2,0,2,1,0,0,train
666,0,2,1,0,1,2,0,3,1,4,2,0,0,train
667,0,2,1,0,1,0,0,1,1,2,0,0,0,train
668,0,3,1,0,1,0,0,1,1,2,0,0,0,train
669,0,3,1,0,2,0,0,1,2,3,0,0,0,train
670,1,1,2,1,1,1,0,2,0,2,1,2,0,train
671,1,2,2,1,2,1,1,3,2,4,1,2,1,train
672,0,1,1,0,1,1,0,2,0,2,1,2,0,train
673,0,2,1,0,2,0,0,1,2,1,0,0,0,train
674,1,2,3,0,1,0,0,1,1,2,0,0,0,train
675,0,2,1,0,2,0,0,1,2,1,0,0,0,train
676,0,3,1,0,0,0,0,1,0,2,0,0,0,train
677,0,3,1,0,1,0,0,1,1,3,0,0,0,train
678,1,3,3,1,0,0,0,1,0,3,0,1,0,train
679,0,3,2,1,2,1,6,8,2,4,2,2,1,train
680,1,1,5,0,2,0,1,2,1,4,1,2,0,train
681,0,3,3,1,0,0,0,1,0,3,0,1,1,train
682,1,1,1,0,1,0,0,1,0,3,1,2,0,train
683,0,3,1,0,0,0,0,1,0,3,0,0,0,train
684,0,3,1,0,0,5,2,8,0,4,2,2,1,train
685,0,2,1,0,2,1,1,3,2,4,1,2,1,train
686,0,2,1,0,1,1,2,4,1,4,1,2,1,train
687,0,3,1,0,0,4,1,6,0,4,2,2,1,train
688,0,3,1,0,0,0,0,1,0,3,0,0,0,train
689,0,3,1,0,0,0,0,1,0,2,0,0,0,train
690,1,1,3,1,0,0,1,2,0,4,1,1,1,train
691,1,1,1,0,1,1,0,2,0,2,1,2,0,train
692,1,3,3,1,0,0,1,2,0,3,1,2,1,train
693,1,3,1,0,1,0,0,1,1,4,2,0,0,train
694,0,3,1,0,1,0,0,1,1,1,0,0,0,train
695,0,1,5,0,2,0,0,1,2,1,0,0,0,train
696,0,2,1,0,2,0,0,1,2,2,0,0,0,train
697,0,3,1,0,2,0,0,1,2,3,0,0,0,train
698,1,3,3,1,0,0,0,1,0,1,0,1,1,train
699,0,1,1,0,2,1,1,3,2,4,1,2,0,train
700,0,3,1,0,2,0,0,1,2,1,0,0,0,train
701,1,1,2,1,0,1,0,2,0,4,2,2,0,train
702,1,1,1,0,2,0,0,1,2,1,1,0,0,train
703,0,3,3,1,0,0,1,2,0,3,1,1,0,train
704,0,3,1,0,1,0,0,1,1,1,0,0,0,train
705,0,3,1,0,1,1,0,2,1,2,1,2,0,train
706,0,2,1,0,2,0,0,1,2,3,1,2,0,train
707,1,2,2,1,2,0,0,1,2,2,0,1,0,train
708,1,1,1,0,2,0,0,1,2,1,0,0,0,train
709,1,1,3,1,0,0,0,1,0,4,2,2,1,train
710,1,3,4,0,0,1,1,3,0,4,1,2,1,train
711,1,1,2,1,1,0,0,1,0,2,0,1,0,train
712,0,1,1,0,2,0,0,1,2,1,0,0,0,train
713,1,1,1,0,2,1,0,2,2,2,1,2,0,train
714,0,3,1,0,1,0,0,1,1,3,0,0,0,train
715,0,2,1,0,2,0,0,1,2,2,1,0,0,train
716,0,3,1,0,0,0,0,1,0,1,0,0,0,train
717,1,1,3,1,2,0,0,1,2,4,2,2,0,train
718,1,2,3,1,1,0,0,1,1,1,0,1,0,train
719,0,3,1,0,1,0,0,1,1,4,1,2,1,train
720,0,3,1,0,2,0,0,1,2,2,0,0,0,train
721,1,2,3,1,0,0,1,2,0,4,1,2,1,train
722,0,3,1,0,0,1,0,2,0,1,1,0,0,train
723,0,2,1,0,2,0,0,1,2,2,0,0,0,train
724,0,2,1,0,2,0,0,1,2,2,0,0,0,train
725,1,1,1,0,1,1,0,2,0,2,1,2,0,train
726,0,3,1,0,0,0,0,1,0,3,0,0,0,train
727,1,2,2,1,1,3,0,4,1,3,1,2,0,train
728,1,3,3,1,0,0,0,1,0,1,0,1,1,train
729,0,2,1,0,1,1,0,2,1,3,1,2,0,train
730,0,3,3,1,1,1,0,2,1,2,1,1,0,train
731,1,1,3,1,1,0,0,1,0,4,1,1,1,train
732,0,3,1,0,0,0,0,1,0,4,1,0,1,train
733,0,2,1,0,2,0,0,1,2,1,0,0,0,train
734,0,2,1,0,0,0,0,1,0,2,0,0,0,train
735,0,2,1,0,0,0,0,1,0,2,0,0,0,train
736,0,3,3,0,1,0,0,1,1,4,1,0,0,train
737,0,3,2,1,2,1,3,5,2,4,2,2,1,train
738,1,1,1,0,2,0,0,1,2,4,1,2,0,train
739,0,3,1,0,1,0,0,1,1,2,0,0,0,train
740,0,3,1,0,1,0,0,1,1,2,0,0,0,train
741,1,1,1,0,2,0,0,1,2,1,0,0,0,train
742,0,1,1,0,2,1,0,2,2,3,1,2,0,train
743,1,1,3,1,0,2,2,5,0,4,2,2,1,train
744,0,3,1,0,1,1,0,2,1,4,1,2,0,train
745,1,3,1,0,1,0,0,1,1,2,0,0,0,train
746,0,1,5,0,2,1,1,3,2,3,1,2,0,train
747,0,3,1,0,0,1,1,3,0,4,1,2,1,train
748,1,2,3,1,1,0,0,1,1,2,0,1,0,train
749,0,1,1,0,0,1,0,2,0,2,1,2,0,train
750,0,3,1,0,1,0,0,1,1,1,0,0,0,train
751,1,2,3,1,0,1,1,3,0,3,1,2,1,train
752,1,3,4,0,0,0,1,2,0,3,1,2,1,train
753,0,3,1,0,2,0,0,1,2,3,0,0,0,train
754,0,3,1,0,0,0,0,1,0,2,0,0,0,train
755,1,2,2,1,2,1,2,4,2,4,2,2,1,train
756,1,2,4,0,0,1,1,3,0,2,1,2,1,train
757,0,3,1,0,1,0,0,1,1,2,0,0,0,train
758,0,2,1,0,0,0,0,1,0,1,0,0,0,train
759,0,3,1,0,2,0,0,1,2,3,0,0,0,train
760,1,1,5,1,2,0,0,1,2,3,1,1,0,train
761,0,3,1,0,1,0,0,1,2,3,1,0,0,train
762,0,3,1,0,2,0,0,1,2,1,0,0,0,train
763,1,3,1,0,0,0,0,1,0,1,0,0,0,train
764,1,1,2,1,2,1,2,4,2,4,1,2,1,train
765,0,3,1,0,0,0,0,1,0,2,0,0,0,train
766,1,1,2,1,2,1,0,2,2,3,1,1,0,train
767,0,1,5,0,1,0,0,1,0,2,0,0,0,train
768,0,3,3,1,1,0,0,1,2,1,0,1,0,train
769,0,3,1,0,1,1,0,2,2,4,1,2,1,train
770,0,3,1,0,1,0,0,1,2,3,0,0,0,train
771,0,3,1,0,1,0,0,1,2,3,0,0,0,train
772,0,3,1,0,2,0,0,1,2,2,0,0,0,train
773,0,2,2,1,2,0,0,1,2,1,1,2,0,train
774,0,3,1,0,1,0,0,1,2,1,0,0,0,train
775,1,2,2,1,2,1,3,5,2,3,2,1,0,train
776,0,3,1,0,0,0,0,1,0,1,0,0,0,train
777,0,3,1,0,1,0,0,1,2,1,0,0,0,train
778,1,3,3,1,0,0,0,1,0,3,1,1,1,train
779,0,3,1,0,1,0,0,1,2,1,0,0,0,train
780,1,1,2,1,2,0,1,2,2,4,1,1,1,train
781,1,3,3,1,0,0,0,1,0,1,0,1,1,train
782,1,1,2,1,0,1,0,2,0,2,1,2,0,train
783,0,1,1,0,1,0,0,1,0,1,0,0,0,train
784,0,3,1,0,1,1,2,4,2,4,1,2,1,train
785,0,3,1,0,1,0,0,1,2,1,0,0,0,train
786,0,3,1,0,1,0,0,1,2,1,0,0,0,train
787,1,3,3,1,0,0,0,1,0,1,0,1,0,train
788,0,3,4,0,0,4,1,6,0,4,2,2,1,train
789,1,3,4,0,0,1,2,4,0,4,1,2,1,train
790,0,1,1,0,2,0,0,1,2,3,1,0,0,train
791,0,3,1,0,1,0,0,1,2,1,0,0,0,train
792,0,2,1,0,0,0,0,1,0,3,1,0,0,train
793,0,3,3,1,0,8,2,11,0,4,2,2,1,train
794,0,1,1,0,2,0,0,1,2,2,0,0,0,train
795,0,3,1,0,1,0,0,1,2,2,0,0,0,train
796,0,2,1,0,2,0,0,1,2,2,0,0,0,train
797,1,1,5,1,2,0,0,1,2,1,0,1,0,train
798,1,3,2,1,1,0,0,1,2,3,0,1,0,train
799,0,3,1,0,1,0,0,1,2,1,0,0,0,train
800,0,3,2,1,1,1,1,3,2,4,1,2,1,train
801,0,2,1,0,2,0,0,1,2,2,1,0,0,train
802,1,2,5,1,1,1,1,3,1,4,1,2,1,train
803,1,1,4,0,0,1,2,4,0,4,1,2,1,train
804,1,3,4,0,0,0,1,2,0,3,1,2,1,train
805,1,3,1,0,1,0,0,1,2,1,0,0,0,train
806,0,3,1,0,1,0,0,1,2,2,0,0,0,train
807,0,1,1,0,2,0,0,1,2,1,0,0,0,train
808,0,3,3,1,0,0,0,1,0,2,0,1,0,train
809,0,2,1,0,2,0,0,1,2,2,0,0,0,train
810,1,1,2,1,2,1,0,2,2,2,1,2,0,train
811,0,3,1,0,1,0,0,1,2,2,0,0,0,train
812,0,3,1,0,2,0,0,1,2,4,1,0,0,train
813,0,2,1,0,2,0,0,1,2,1,0,0,0,train
814,0,3,3,1,0,4,2,7,0,4,2,2,1,train
815,0,3,1,0,1,0,0,1,2,3,0,0,0,train
816,0,1,1,0,2,0,0,1,2,1,1,0,0,train
817,0,3,3,1,0,0,0,1,0,2,0,1,0,train
818,0,2,1,0,1,1,1,3,1,4,1,2,1,train
819,0,3,1,0,2,0,0,1,2,1,0,0,0,train
820,0,3,4,0,0,3,2,6,0,4,2,2,1,train
821,1,1,2,1,2,1,1,3,2,3,1,2,0,train
822,1,3,1,0,1,0,0,1,2,3,0,0,0,train
823,0,1,5,0,2,0,0,1,2,1,0,0,0,train
824,1,3,2,1,1,0,1,2,2,3,1,2,1,train
825,0,3,4,0,0,4,1,6,0,4,2,2,1,train
826,0,3,1,0,1,0,0,1,2,1,0,0,0,train
827,0,3,1,0,1,0,0,1,2,4,2,0,0,train
828,1,2,4,0,0,0,2,3,0,4,1,2,1,train
829,1,3,1,0,1,0,0,1,2,1,0,0,0,train
830,1,1,2,1,2,0,0,1,2,3,1,1,0,train
831,1,3,2,1,0,1,0,2,0,3,1,2,1,train
832,1,2,4,0,0,1,1,3,0,3,1,2,1,train
833,0,3,1,0,1,0,0,1,2,1,0,0,0,train
834,0,3,1,0,0,0,0,1,0,2,0,0,0,train
835,0,3,1,0,0,0,0,1,0,3,0,0,0,train
836,1,1,3,1,2,1,1,3,2,3,1,2,0,train
837,0,3,1,0,0,0,0,1,0,3,0,0,0,train
838,0,3,5,0,0,0,0,1,0,3,0,0,0,train
839,1,3,1,0,1,0,0,1,2,4,2,0,0,train
840,1,1,1,0,2,0,0,1,2,1,0,0,0,train
841,0,3,1,0,0,0,0,1,0,2,0,0,0,train
842,0,2,1,0,0,0,0,1,0,1,1,2,0,train
843,1,1,3,1,1,0,0,1,0,2,1,2,0,train
844,0,3,1,0,2,0,0,1,2,1,0,0,0,train
845,0,3,1,0,0,0,0,1,0,3,0,0,0,train
846,0,3,1,0,2,0,0,1,2,1,0,0,0,train
847,0,3,1,0,1,8,2,11,2,4,2,2,1,train
848,0,3,1,0,2,0,0,1,2,2,0,0,0,train
849,0,2,5,0,1,0,1,2,1,4,1,2,1,train
850,1,1,2,1,1,1,0,2,0,3,1,2,0,train
851,0,3,4,0,0,4,2,7,0,4,2,2,1,train
852,0,3,1,0,2,0,0,1,2,2,0,0,0,train
853,0,3,3,1,0,1,1,3,0,4,1,2,1,train
854,1,1,3,1,0,0,1,2,0,2,1,1,0,train
855,0,2,2,1,2,1,0,2,2,3,1,2,0,train
856,1,3,2,1,0,0,1,2,0,3,1,2,1,train
857,1,1,2,1,2,1,1,3,2,4,1,2,0,train
858,1,1,1,0,2,0,0,1,2,1,0,0,0,train
859,1,3,2,1,1,0,3,4,2,4,1,1,1,train
860,0,3,1,0,1,0,0,1,2,1,0,0,0,train
861,0,3,1,0,2,2,0,3,2,3,1,2,0,train
862,0,2,1,0,0,1,0,2,0,1,1,0,0,train
863,1,1,2,1,2,0,0,1,2,1,0,1,0,train
864,0,3,3,1,0,8,2,11,0,4,2,2,1,train
865,0,2,1,0,1,0,0,1,1,2,0,0,0,train
866,1,2,2,1,2,0,0,1,2,2,0,1,0,train
867,1,2,3,1,1,1,0,2,1,2,1,1,0,train
868,0,1,1,0,1,0,0,1,0,2,0,0,0,train
869,0,3,1,0,1,0,0,1,2,3,0,0,0,train
870,1,3,4,0,0,1,1,3,0,3,1,2,1,train
871,0,3,1,0,1,0,0,1,2,2,0,0,0,train
872,1,1,2,1,2,1,1,3,2,2,1,2,0,train
873,0,1,1,0,2,0,0,1,2,1,0,0,0,train
874,0,3,1,0,2,0,0,1,2,3,0,0,0,train
875,1,2,2,1,1,1,0,2,1,3,1,2,0,train
876,1,3,3,1,0,0,0,1,0,1,0,1,1,train
877,0,3,1,0,0,0,0,1,0,3,1,0,0,train
878,0,3,1,0,0,0,0,1,0,2,0,0,0,train
879,0,3,1,0,1,0,0,1,2,2,0,0,0,train
880,1,1,2,1,2,0,1,2,2,3,1,1,0,train
881,1,2,2,1,1,0,1,2,1,3,1,1,0,train
882,0,3,1,0,2,0,0,1,2,2,0,0,0,train
883,0,3,3,1,0,0,0,1,0,3,0,1,0,train
884,0,2,1,0,1,0,0,1,1,1,0,0,0,train
885,0,3,1,0,1,0,0,1,2,1,0,0,0,train
886,0,3,2,1,2,0,5,6,2,4,2,2,1,train
887,0,2,5,0,1,0,0,1,1,2,0,0,0,train
888,1,1,3,1,0,0,0,1,0,1,0,1,0,train
889,0,3,3,1,0,1,2,4,0,4,1,2,1,train
890,1,1,1,0,1,0,0,1,0,1,0,0,0,train
891,0,3,1,0,1,0,0,1,2,1,0,0,0,train
892,NA,3,1,0,2,0,0,1,2,2,0,0,0,test
893,NA,3,2,1,2,1,0,2,2,1,1,1,0,test
894,NA,2,1,0,2,0,0,1,2,1,0,0,0,test
895,NA,3,1,0,1,0,0,1,2,3,0,0,0,test
896,NA,3,2,1,0,1,1,3,0,3,1,1,1,test
897,NA,3,1,0,0,0,0,1,0,3,0,0,1,test
898,NA,3,3,1,1,0,0,1,2,1,0,1,0,test
899,NA,2,1,0,1,1,1,3,1,4,1,2,1,test
900,NA,3,2,1,0,0,0,1,0,1,0,1,0,test
901,NA,3,1,0,0,2,0,3,0,4,1,0,0,test
902,NA,3,1,0,1,0,0,1,2,2,0,0,0,test
903,NA,1,1,0,2,0,0,1,2,1,0,0,0,test
904,NA,1,2,1,0,1,0,2,0,3,1,2,0,test
905,NA,2,1,0,2,1,0,2,2,3,1,2,0,test
906,NA,1,2,1,2,1,0,2,2,3,1,2,0,test
907,NA,2,2,1,1,1,0,2,1,4,1,2,0,test
908,NA,2,1,0,2,0,0,1,2,1,0,0,0,test
909,NA,3,1,0,0,0,0,1,0,1,0,0,0,test
910,NA,3,3,1,1,1,0,2,2,2,1,1,0,test
911,NA,3,2,1,2,0,0,1,2,1,0,1,0,test
912,NA,1,1,0,2,1,0,2,2,2,1,2,0,test
913,NA,3,4,0,0,0,1,2,0,1,1,0,1,test
914,NA,1,2,1,1,0,0,1,0,2,0,1,0,test
915,NA,1,3,0,0,0,1,2,0,3,1,0,0,test
916,NA,1,2,1,2,1,3,5,2,4,2,2,1,test
917,NA,3,1,0,2,1,0,2,2,3,1,2,0,test
918,NA,1,3,1,0,0,1,2,0,3,1,2,0,test
919,NA,3,1,0,0,0,0,1,0,1,0,0,0,test
920,NA,1,1,0,2,0,0,1,2,1,0,0,0,test
921,NA,3,1,0,1,2,0,3,2,4,1,0,0,test
922,NA,2,1,0,2,1,0,2,2,3,1,2,0,test
923,NA,2,1,0,1,2,0,3,1,4,1,0,0,test
924,NA,3,2,1,2,1,2,4,2,4,1,2,1,test
925,NA,3,2,1,0,1,2,4,0,4,1,2,1,test
